season,team,wins,losses,g,ppg,opp_ppg,fg_pct,tp_pct,ft_pct,rpg,apg,tov_pg,tp_attempts_pg,pace,srs
2010,Miami Heat,47.0,35.0,82,96.5,94.2,45.800000000000004,34.599999999999994,75.2,41.8,18.9,13.2,17.4,89.6,1.99
2010,Washington Wizards,26.0,56.0,82,96.2,101.0,44.9,35.3,76.2,41.8,19.0,14.9,14.9,91.6,-4.72
2010,Los Angeles Clippers,29.0,53.0,82,95.7,102.1,45.5,33.2,73.0,41.8,22.1,15.7,17.8,92.6,-6.01
2010,Charlotte Bobcats,44.0,38.0,82,95.3,93.8,45.300000000000004,34.599999999999994,75.1,40.8,20.2,15.7,16.2,90.4,1.3
2010,Detroit Pistons,27.0,55.0,82,94.0,99.1,44.5,31.4,72.8,40.2,19.4,13.4,14.5,88.5,-5.02
2010,New Jersey Nets,12.0,70.0,82,92.4,101.5,42.9,31.8,78.0,39.7,18.8,14.4,14.5,91.4,-8.93
2011,Denver Nuggets,50.0,32.0,82,107.5,102.7,47.599999999999994,38.800000000000004,76.5,42.0,22.1,14.1,20.8,95.6,4.81
2011,New York Knicks,42.0,40.0,82,106.5,105.7,45.7,36.8,80.9,40.5,21.4,13.7,25.4,95.6,0.48
2011,Houston Rockets,43.0,39.0,82,105.9,103.7,45.4,36.7,80.10000000000001,42.8,23.8,13.5,22.5,94.2,2.37
2011,Phoenix Suns,40.0,42.0,82,105.0,105.9,47.0,37.7,75.9,40.2,23.7,14.3,22.6,94.4,-0.46
2011,Oklahoma City Thunder,55.0,27.0,82,104.8,101.0,46.400000000000006,34.699999999999996,82.3,42.8,20.4,14.1,17.1,92.7,3.81
2011,San Antonio Spurs,61.0,21.0,82,103.7,98.0,47.5,39.7,76.7,41.9,22.4,13.4,21.1,92.3,5.86
2011,Golden State Warriors,36.0,46.0,82,103.4,105.7,46.1,39.2,76.1,40.5,22.5,14.6,21.3,94.8,-2.0
2011,Miami Heat,58.0,24.0,82,102.1,94.6,48.1,37.0,76.9,42.1,20.0,13.9,18.0,90.9,6.76
2011,Los Angeles Lakers,57.0,25.0,82,101.5,95.4,46.300000000000004,35.199999999999996,77.9,44.0,22.0,13.1,18.1,90.7,6.01
2011,Minnesota Timberwolves,17.0,65.0,82,101.1,107.7,44.1,37.6,76.8,44.4,20.1,17.0,19.1,96.5,-5.97
2011,Dallas Mavericks,57.0,25.0,82,100.2,96.0,47.5,36.5,77.7,41.4,23.8,14.0,21.6,91.3,4.41
2011,Memphis Grizzlies,46.0,36.0,82,99.9,97.6,47.099999999999994,33.4,75.0,41.0,20.6,14.0,11.3,91.9,2.55
2011,Indiana Pacers,37.0,45.0,82,99.8,100.9,44.2,35.4,78.2,43.5,19.6,15.4,20.2,94.7,-1.38
2011,Utah Jazz,39.0,43.0,82,99.4,101.3,46.5,34.599999999999994,77.10000000000001,39.5,23.4,14.3,15.3,91.0,-1.44
2011,Sacramento Kings,24.0,58.0,82,99.4,104.7,44.9,33.5,73.4,43.9,20.4,16.1,15.6,95.2,-4.8
2011,Orlando Magic,52.0,30.0,82,99.2,93.7,46.1,36.6,69.19999999999999,43.2,20.0,14.9,25.6,91.2,4.92
2011,Toronto Raptors,22.0,60.0,82,99.1,105.4,46.5,31.6,75.5,40.3,21.9,14.7,13.3,92.9,-6.28
2011,Philadelphia 76ers,41.0,41.0,82,99.0,97.5,46.1,35.5,77.0,41.8,22.7,13.0,15.2,91.7,1.01
2011,Los Angeles Clippers,32.0,50.0,82,98.6,101.8,45.7,33.800000000000004,70.7,42.1,22.1,16.4,18.5,92.8,-2.71
2011,Chicago Bulls,62.0,20.0,82,98.6,91.3,46.2,36.1,74.3,44.2,22.3,14.2,17.3,90.4,6.53
2011,Washington Wizards,23.0,59.0,82,97.3,104.7,44.3,33.2,74.5,41.3,19.4,15.3,14.4,93.8,-7.3
2011,Detroit Pistons,30.0,52.0,82,97.0,100.6,46.0,37.6,73.7,38.6,21.1,13.0,15.3,89.2,-3.78
2011,Boston Celtics,56.0,26.0,82,96.5,91.1,48.6,36.5,77.0,38.8,23.4,14.6,13.6,90.4,4.83
2011,Portland Trail Blazers,48.0,34.0,82,96.3,94.8,44.7,34.5,80.4,39.3,21.2,13.0,18.3,87.9,1.85
2011,Cleveland Cavaliers,19.0,63.0,82,95.5,104.5,43.4,34.2,74.5,40.3,21.0,14.2,18.2,93.0,-8.88
2011,Atlanta Hawks,44.0,38.0,82,95.0,95.8,46.2,35.199999999999996,77.9,39.3,22.0,13.6,17.4,89.3,-1.1
2011,New Orleans Hornets,46.0,36.0,82,94.9,94.0,45.9,36.0,76.5,40.1,20.6,13.0,15.0,88.7,1.28
2011,New Jersey Nets,24.0,58.0,82,94.2,100.4,44.0,34.300000000000004,75.9,40.8,21.0,14.0,16.3,89.9,-6.28
2011,Charlotte Bobcats,34.0,48.0,82,93.3,97.3,45.1,32.7,75.6,40.1,21.1,14.5,14.7,89.6,-4.08
2011,Milwaukee Bucks,35.0,47.0,82,91.9,92.7,43.0,34.2,75.7,40.8,18.8,13.5,17.2,89.8,-1.02
2012,Denver Nuggets,38.0,28.0,66,104.1,101.2,47.599999999999994,33.2,73.5,43.1,24.0,15.4,19.9,94.2,3.16
2012,San Antonio Spurs,50.0,16.0,66,103.7,96.5,47.8,39.300000000000004,74.8,43.0,23.2,13.6,21.3,92.9,7.28
2012,Oklahoma City Thunder,47.0,19.0,66,103.1,96.9,47.099999999999994,35.8,80.60000000000001,43.7,18.5,16.3,20.0,93.0,6.44
2012,Utah Jazz,36.0,30.0,66,99.7,99.0,45.6,32.300000000000004,75.4,44.2,21.8,14.2,12.8,91.4,0.92
2012,Milwaukee Bucks,31.0,35.0,66,99.0,98.7,44.3,34.5,77.4,42.5,23.5,14.1,19.2,93.7,-0.23
2012,Sacramento Kings,22.0,44.0,66,98.8,104.4,43.6,31.6,73.6,42.9,19.3,14.4,19.7,94.7,-4.95
2012,Miami Heat,46.0,20.0,66,98.5,92.5,46.9,35.9,77.5,41.6,20.0,15.2,15.6,91.2,5.72
2012,Phoenix Suns,33.0,33.0,66,98.4,98.6,45.800000000000004,34.300000000000004,75.7,41.7,22.5,14.1,19.6,92.6,0.29
2012,Houston Rockets,34.0,32.0,66,98.1,97.9,44.9,35.9,78.2,42.2,21.3,14.5,20.2,91.7,0.57
2012,Minnesota Timberwolves,26.0,40.0,66,97.9,100.1,43.3,33.2,77.10000000000001,43.7,19.5,15.2,21.6,93.3,-1.83
2012,Golden State Warriors,23.0,43.0,66,97.8,101.2,45.7,38.800000000000004,77.0,39.2,22.3,13.9,20.5,92.3,-2.79
2012,New York Knicks,36.0,30.0,66,97.8,94.7,44.3,33.6,74.1,41.7,20.1,16.0,23.3,93.2,2.39
2012,Indiana Pacers,42.0,24.0,66,97.7,94.4,43.8,36.8,78.2,43.9,18.6,14.0,16.1,90.7,2.6
2012,Los Angeles Clippers,40.0,26.0,66,97.5,95.0,45.5,35.699999999999996,68.0,41.6,21.0,13.3,21.8,89.2,2.82
2012,Los Angeles Lakers,41.0,25.0,66,97.3,95.9,45.7,32.6,75.6,46.2,22.5,15.1,16.8,90.5,1.96
2012,Portland Trail Blazers,28.0,38.0,66,97.2,97.8,44.3,34.599999999999994,79.60000000000001,40.7,20.4,14.2,20.9,91.2,-0.22
2012,Atlanta Hawks,40.0,26.0,66,96.6,93.2,45.4,37.0,74.0,41.2,22.4,14.0,20.2,90.2,2.67
2012,Chicago Bulls,50.0,16.0,66,96.3,88.2,45.2,37.5,72.2,46.7,23.1,14.0,16.9,89.1,7.43
2012,Dallas Mavericks,36.0,30.0,66,95.8,94.8,44.3,33.900000000000006,77.10000000000001,42.8,20.9,14.0,22.2,91.4,1.78
2012,Memphis Grizzlies,41.0,25.0,66,95.0,93.0,44.7,32.6,75.9,42.0,19.5,14.5,12.9,90.8,2.43
2012,Orlando Magic,37.0,29.0,66,94.2,93.4,44.1,37.5,66.0,42.5,20.0,14.9,27.0,89.0,0.46
2012,Washington Wizards,20.0,46.0,66,93.6,98.4,44.1,32.0,72.7,41.7,19.1,15.3,16.3,92.5,-5.14
2012,Philadelphia 76ers,35.0,31.0,66,93.6,89.4,44.800000000000004,36.199999999999996,74.2,43.2,22.0,11.2,14.6,89.7,3.59
2012,New Jersey Nets,22.0,44.0,66,93.1,99.1,42.5,34.2,77.7,40.3,19.9,15.1,22.4,90.1,-6.37
2012,Cleveland Cavaliers,21.0,45.0,66,93.0,100.2,42.199999999999996,34.599999999999994,71.6,42.3,19.8,15.4,19.3,91.3,-7.34
2012,Boston Celtics,39.0,27.0,66,91.8,89.3,46.0,36.7,77.8,38.8,23.6,14.8,15.0,90.4,2.26
2012,Detroit Pistons,25.0,41.0,66,90.9,95.7,43.8,34.599999999999994,75.2,40.3,18.7,15.7,13.9,89.2,-5.19
2012,Toronto Raptors,23.0,43.0,66,90.7,94.0,44.0,34.0,77.0,42.0,20.9,15.2,16.3,89.3,-3.67
2012,New Orleans Hornets,21.0,45.0,66,89.6,93.4,45.1,33.300000000000004,75.7,41.1,20.7,15.5,11.8,88.3,-3.11
2012,Charlotte Bobcats,7.0,59.0,66,87.0,100.9,41.4,29.5,74.6,39.0,20.1,14.5,13.5,91.1,-13.96
2013,Denver Nuggets,57.0,25.0,82,106.1,101.1,47.8,34.300000000000004,70.1,45.0,24.4,15.3,18.5,95.1,5.37
2013,Houston Rockets,45.0,37.0,82,106.0,102.5,46.1,36.6,75.4,43.4,23.2,16.4,28.9,96.1,3.69
2013,Oklahoma City Thunder,60.0,22.0,82,105.7,96.5,48.1,37.7,82.8,43.6,21.4,15.3,19.4,93.3,9.15
2013,San Antonio Spurs,58.0,24.0,82,103.0,96.6,48.1,37.6,79.10000000000001,41.3,25.1,14.7,21.5,94.2,6.67
2013,Miami Heat,66.0,16.0,82,102.9,95.0,49.6,39.6,75.4,38.6,23.0,13.9,22.1,90.7,7.03
2013,Los Angeles Lakers,45.0,37.0,82,102.2,101.0,45.800000000000004,35.5,69.19999999999999,44.8,22.2,15.0,24.6,94.4,1.48
2013,Golden State Warriors,47.0,35.0,82,101.2,100.3,45.800000000000004,40.300000000000004,79.0,45.0,22.5,15.1,19.9,94.5,1.32
2013,Los Angeles Clippers,56.0,26.0,82,101.1,94.6,47.8,35.8,71.1,41.6,23.9,14.6,21.4,91.1,6.43
2013,Dallas Mavericks,41.0,41.0,82,101.1,101.7,46.2,37.2,79.3,41.9,23.2,14.0,19.9,94.1,-0.24
2013,Sacramento Kings,28.0,54.0,82,100.2,105.1,44.7,36.3,76.9,40.6,20.8,14.6,20.5,93.6,-4.26
2013,New York Knicks,54.0,28.0,82,100.0,95.7,44.800000000000004,37.6,75.9,40.6,19.3,12.0,28.9,89.8,3.73
2013,Milwaukee Bucks,38.0,44.0,82,98.9,100.4,43.5,36.0,73.6,44.0,22.9,14.1,20.4,94.7,-1.83
2013,Utah Jazz,43.0,39.0,82,98.0,98.1,45.4,36.6,76.4,42.0,22.7,14.8,16.9,90.9,0.3
2013,Atlanta Hawks,44.0,38.0,82,98.0,97.5,46.400000000000006,37.1,71.5,40.9,24.5,14.9,23.2,92.6,-0.08
2013,Portland Trail Blazers,33.0,49.0,82,97.5,100.7,44.800000000000004,35.3,77.60000000000001,40.8,21.8,14.7,23.2,91.4,-2.53
2013,Toronto Raptors,34.0,48.0,82,97.2,98.7,44.6,34.300000000000004,78.8,40.2,21.5,13.7,20.3,90.4,-1.96
2013,Brooklyn Nets,49.0,33.0,82,96.9,95.1,45.0,35.699999999999996,73.1,42.8,20.3,14.7,21.5,88.8,1.25
2013,Boston Celtics,41.0,40.0,81,96.5,96.7,46.5,35.8,77.60000000000001,39.3,22.8,14.6,17.2,91.7,-0.62
2013,Cleveland Cavaliers,24.0,58.0,82,96.5,101.2,43.4,34.599999999999994,75.6,41.0,20.7,14.0,19.3,92.3,-4.87
2013,Minnesota Timberwolves,31.0,51.0,82,95.7,98.1,43.9,30.5,74.2,42.0,22.4,14.8,18.0,92.8,-1.83
2013,Phoenix Suns,25.0,57.0,82,95.2,101.6,44.3,33.0,74.4,41.6,22.6,15.6,17.7,93.4,-5.75
2013,Detroit Pistons,29.0,53.0,82,94.9,98.8,44.9,35.6,69.89999999999999,42.1,21.2,15.1,17.6,90.8,-4.33
2013,Indiana Pacers,49.0,32.0,81,94.7,90.7,43.6,34.699999999999996,74.6,45.9,20.3,15.1,19.7,90.2,3.34
2013,New Orleans Hornets,27.0,55.0,82,94.1,97.9,44.800000000000004,36.3,77.60000000000001,41.6,21.0,14.5,18.0,88.5,-3.12
2013,Orlando Magic,20.0,62.0,82,94.1,101.1,44.800000000000004,32.9,75.5,42.7,22.8,14.5,18.7,92.2,-7.12
2013,Memphis Grizzlies,56.0,26.0,82,93.4,89.3,44.4,34.5,77.3,42.7,20.9,14.0,13.5,88.4,4.32
2013,Charlotte Bobcats,21.0,61.0,82,93.4,102.7,42.5,33.5,75.0,40.3,19.4,14.1,17.1,91.5,-9.29
2013,Philadelphia 76ers,34.0,48.0,82,93.2,96.5,44.4,36.0,72.89999999999999,41.3,22.8,13.0,17.5,91.0,-3.51
2013,Chicago Bulls,45.0,37.0,82,93.2,92.9,43.7,35.3,77.3,43.2,23.0,14.3,15.4,89.3,-0.02
2013,Washington Wizards,29.0,53.0,82,93.2,95.8,43.5,36.5,73.3,43.2,21.6,15.1,18.2,92.2,-2.78
2014,Los Angeles Clippers,57.0,25.0,82,107.9,101.0,47.4,35.199999999999996,73.0,43.0,24.6,13.9,24.0,95.9,7.27
2014,Houston Rockets,54.0,28.0,82,107.7,103.1,47.199999999999996,35.8,71.2,45.3,21.4,16.1,26.6,96.3,5.06
2014,Minnesota Timberwolves,40.0,42.0,82,106.9,104.3,44.4,34.1,77.8,44.7,23.9,13.9,21.4,97.3,3.1
2014,Portland Trail Blazers,54.0,28.0,82,106.7,102.8,45.0,37.2,81.5,46.4,23.2,13.7,25.3,94.9,4.44
2014,Oklahoma City Thunder,59.0,23.0,82,106.2,99.8,47.099999999999994,36.1,80.60000000000001,44.7,21.9,15.3,22.4,95.4,6.66
2014,San Antonio Spurs,62.0,20.0,82,105.4,97.6,48.6,39.7,78.5,43.3,25.2,14.4,21.4,95.0,8.0
2014,Phoenix Suns,48.0,34.0,82,105.2,102.6,46.300000000000004,37.2,75.8,43.0,19.1,15.3,25.1,95.8,3.02
2014,Dallas Mavericks,49.0,33.0,82,104.8,102.4,47.4,38.4,79.5,40.9,23.6,13.5,22.9,93.5,2.91
2014,Denver Nuggets,36.0,46.0,82,104.4,106.5,44.7,35.8,72.6,45.4,22.4,15.9,23.9,98.1,-1.4
2014,Golden State Warriors,51.0,31.0,82,104.3,99.5,46.2,38.0,75.3,45.3,23.3,15.2,24.8,96.2,5.15
2014,Los Angeles Lakers,27.0,55.0,82,103.0,109.2,45.0,38.1,75.7,41.0,24.5,15.1,24.8,98.7,-5.33
2014,Miami Heat,54.0,28.0,82,102.2,97.4,50.1,36.4,76.0,36.9,22.5,14.8,22.3,91.2,4.15
2014,Toronto Raptors,48.0,34.0,82,101.3,98.0,44.5,37.2,78.2,42.5,21.2,14.1,23.4,91.8,2.55
2014,Atlanta Hawks,38.0,44.0,82,101.0,101.5,45.800000000000004,36.3,78.10000000000001,40.0,24.9,15.3,25.8,94.6,-0.88
2014,Detroit Pistons,29.0,53.0,82,101.0,104.7,44.7,32.1,67.0,45.4,20.9,14.5,19.3,94.9,-4.13
2014,Washington Wizards,44.0,38.0,82,100.7,99.4,45.9,38.0,73.1,42.2,23.3,14.7,20.8,93.2,0.48
2014,Sacramento Kings,28.0,54.0,82,100.5,103.4,44.7,33.300000000000004,75.9,44.5,18.9,15.2,18.0,94.4,-2.08
2014,New Orleans Pelicans,34.0,48.0,82,99.7,102.4,45.9,37.3,76.9,41.7,21.3,13.8,15.9,92.2,-1.98
2014,Philadelphia 76ers,19.0,63.0,82,99.5,109.9,43.5,31.2,71.0,42.7,21.8,16.9,22.5,99.2,-10.66
2014,New York Knicks,37.0,45.0,82,98.6,99.4,44.9,37.2,76.1,40.3,20.0,13.0,24.9,90.3,-1.4
2014,Brooklyn Nets,44.0,38.0,82,98.5,99.5,45.9,36.9,75.3,38.1,20.9,14.5,23.4,91.4,-1.58
2014,Cleveland Cavaliers,33.0,49.0,82,98.2,101.5,43.7,35.6,75.1,44.1,21.2,14.2,20.0,93.1,-3.86
2014,Charlotte Bobcats,43.0,39.0,82,96.9,97.1,44.2,35.099999999999994,73.7,42.7,21.7,12.3,17.9,92.4,-0.89
2014,Indiana Pacers,56.0,26.0,82,96.7,92.3,44.9,35.699999999999996,77.9,44.7,20.1,15.1,18.8,92.5,3.63
2014,Orlando Magic,23.0,59.0,82,96.5,102.0,44.5,35.3,76.3,42.0,21.0,14.9,19.5,93.6,-5.88
2014,Boston Celtics,25.0,57.0,82,96.2,100.7,43.5,33.300000000000004,77.7,42.5,21.0,15.4,21.1,93.3,-4.97
2014,Memphis Grizzlies,50.0,32.0,82,96.1,94.6,46.400000000000006,35.3,74.1,42.4,21.9,13.7,14.0,89.9,2.18
2014,Milwaukee Bucks,15.0,67.0,82,95.5,103.7,43.8,35.3,74.7,41.1,21.5,15.1,18.9,91.8,-8.41
2014,Utah Jazz,25.0,57.0,82,95.0,102.2,44.4,34.4,74.7,41.2,20.3,14.6,19.2,91.4,-6.27
2014,Chicago Bulls,48.0,34.0,82,93.7,91.8,43.2,34.8,77.9,44.1,22.7,14.9,17.8,90.2,1.2
2015,Golden State Warriors,67.0,15.0,82,110.0,99.9,47.8,39.800000000000004,76.8,44.7,27.4,14.5,27.0,98.3,10.01
2015,Los Angeles Clippers,56.0,26.0,82,106.7,100.1,47.3,37.6,71.0,42.6,24.8,12.3,26.9,94.7,6.8
2015,Dallas Mavericks,50.0,32.0,82,105.2,102.3,46.300000000000004,35.199999999999996,75.2,42.3,22.5,13.0,25.4,95.2,3.36
2015,Oklahoma City Thunder,45.0,37.0,82,104.0,101.8,44.7,33.900000000000006,75.4,47.5,20.5,14.7,22.7,95.7,2.47
2015,Toronto Raptors,49.0,33.0,82,104.0,100.9,45.5,35.199999999999996,78.7,41.5,20.7,12.9,25.1,92.8,2.45
2015,Houston Rockets,56.0,26.0,82,103.9,100.5,44.4,34.8,71.5,43.7,22.2,16.7,32.7,96.5,3.82
2015,San Antonio Spurs,55.0,27.0,82,103.2,97.0,46.800000000000004,36.7,78.0,43.6,24.4,14.0,22.5,93.8,6.34
2015,Cleveland Cavaliers,53.0,29.0,82,103.1,98.7,45.800000000000004,36.7,75.1,43.0,22.1,14.3,27.5,92.3,4.08
2015,Portland Trail Blazers,51.0,31.0,82,102.8,98.6,45.0,36.199999999999996,80.10000000000001,45.9,21.9,13.6,27.2,94.2,4.41
2015,Atlanta Hawks,60.0,22.0,82,102.5,97.1,46.6,38.0,77.8,40.6,25.7,14.2,26.2,93.9,4.75
2015,Phoenix Suns,39.0,43.0,82,102.4,103.3,45.2,34.1,76.0,43.2,20.2,15.1,25.0,96.3,-0.38
2015,Denver Nuggets,30.0,52.0,82,101.5,105.0,43.3,32.5,73.4,44.7,21.8,14.2,24.8,96.1,-3.07
2015,Boston Celtics,40.0,42.0,82,101.4,101.2,44.3,32.7,75.4,43.8,24.5,13.8,24.6,95.8,-0.4
2015,Sacramento Kings,29.0,53.0,82,101.3,105.0,45.5,34.1,76.2,44.2,20.3,16.3,16.5,95.4,-3.07
2015,Chicago Bulls,50.0,32.0,82,100.8,97.8,44.2,35.3,78.3,45.7,21.7,14.0,22.3,92.8,2.54
2015,New Orleans Pelicans,45.0,37.0,82,99.4,98.6,45.7,37.0,75.1,43.5,22.0,13.3,19.3,91.4,1.13
2015,Washington Wizards,46.0,36.0,82,98.5,97.8,46.2,36.0,74.2,44.7,24.0,15.0,16.8,93.7,0.17
2015,Los Angeles Lakers,21.0,61.0,82,98.5,105.3,43.5,34.4,74.1,43.9,20.9,13.2,18.9,94.0,-6.17
2015,Detroit Pistons,32.0,50.0,82,98.5,99.5,43.2,34.4,70.3,44.9,21.6,13.4,24.9,92.8,-1.39
2015,Memphis Grizzlies,55.0,27.0,82,98.3,95.1,45.800000000000004,33.900000000000006,77.3,42.6,21.7,13.3,15.2,92.0,3.62
2015,Brooklyn Nets,38.0,44.0,82,98.0,100.9,45.1,33.1,74.8,42.4,20.9,13.8,19.9,92.7,-3.13
2015,Minnesota Timberwolves,16.0,66.0,82,97.8,106.5,43.8,33.2,77.60000000000001,40.9,21.6,15.0,14.9,94.4,-8.0
2015,Milwaukee Bucks,41.0,41.0,82,97.8,97.4,45.9,36.3,75.7,42.1,23.6,16.7,18.3,94.1,-0.09
2015,Indiana Pacers,38.0,44.0,82,97.3,97.0,43.9,35.199999999999996,75.6,44.9,21.4,14.0,21.2,93.2,-0.23
2015,Orlando Magic,25.0,57.0,82,95.7,101.4,45.300000000000004,34.699999999999996,72.89999999999999,41.8,20.6,14.9,19.5,93.8,-5.87
2015,Utah Jazz,38.0,44.0,82,95.1,94.9,44.7,34.300000000000004,72.1,44.0,19.9,15.3,21.7,90.4,0.71
2015,Miami Heat,37.0,45.0,82,94.7,97.3,45.6,33.5,74.1,39.1,19.8,14.8,20.2,90.9,-2.92
2015,Charlotte Hornets,33.0,49.0,82,94.2,97.3,42.0,31.8,74.8,44.1,20.2,11.9,19.1,93.0,-3.44
2015,Philadelphia 76ers,18.0,64.0,82,92.0,101.0,40.8,32.0,67.60000000000001,42.9,20.5,17.7,26.3,95.7,-9.04
2015,New York Knicks,17.0,65.0,82,91.9,101.2,42.8,34.699999999999996,76.9,40.4,21.3,14.7,19.7,91.2,-9.5
2016,Golden State Warriors,73.0,9.0,82,114.9,104.1,48.699999999999996,41.6,76.3,46.2,28.9,15.2,31.6,99.3,10.38
2016,Oklahoma City Thunder,55.0,27.0,82,110.2,102.9,47.599999999999994,34.9,78.2,48.6,23.0,15.9,23.7,96.7,7.09
2016,Sacramento Kings,33.0,49.0,82,106.6,109.1,46.400000000000006,35.9,72.5,44.2,24.5,16.2,22.4,100.0,-2.32
2016,Houston Rockets,41.0,41.0,82,106.5,106.4,45.2,34.699999999999996,69.39999999999999,43.1,22.2,15.9,30.9,97.6,0.34
2016,Boston Celtics,48.0,34.0,82,105.7,102.5,43.9,33.5,78.8,44.9,24.2,13.7,26.1,98.5,2.84
2016,Portland Trail Blazers,44.0,38.0,82,105.1,104.3,45.0,37.0,75.4,45.5,21.3,14.6,28.5,96.0,0.98
2016,Los Angeles Clippers,53.0,29.0,82,104.5,100.2,46.5,36.4,69.19999999999999,42.0,22.8,13.0,26.7,95.8,4.13
2016,Cleveland Cavaliers,57.0,25.0,82,104.3,98.3,46.0,36.199999999999996,74.8,44.5,22.7,13.6,29.6,93.3,5.45
2016,Washington Wizards,41.0,41.0,82,104.1,104.6,46.0,35.8,73.0,41.8,24.5,14.5,24.2,98.5,-0.5
2016,San Antonio Spurs,67.0,15.0,82,103.5,92.9,48.4,37.5,80.30000000000001,43.9,24.5,13.1,18.5,93.8,10.28
2016,Charlotte Hornets,48.0,34.0,82,103.4,100.7,43.9,36.199999999999996,79.0,43.9,21.7,12.5,29.4,95.6,2.36
2016,Atlanta Hawks,48.0,34.0,82,102.8,99.2,45.800000000000004,35.0,78.3,42.1,25.6,15.0,28.4,97.1,3.49
2016,Toronto Raptors,56.0,26.0,82,102.7,98.2,45.1,37.0,77.7,43.4,18.7,13.1,23.4,92.9,4.08
2016,New Orleans Pelicans,30.0,52.0,82,102.7,106.5,44.800000000000004,36.0,77.60000000000001,42.6,22.2,13.4,23.8,96.8,-3.56
2016,Minnesota Timberwolves,29.0,53.0,82,102.4,106.0,46.400000000000006,33.800000000000004,79.2,41.6,23.4,15.0,16.4,95.2,-3.38
2016,Dallas Mavericks,42.0,40.0,82,102.3,102.6,44.4,34.4,79.4,43.1,22.1,12.8,28.6,94.3,-0.02
2016,Indiana Pacers,45.0,37.0,82,102.2,100.5,45.0,35.099999999999994,76.4,44.2,21.2,14.9,23.0,96.6,1.62
2016,Orlando Magic,35.0,47.0,82,102.1,103.7,45.5,35.0,75.7,43.3,23.6,14.1,22.2,96.0,-1.68
2016,Detroit Pistons,44.0,38.0,82,102.0,101.4,43.9,34.5,66.8,46.3,19.4,13.5,26.2,95.1,0.43
2016,Denver Nuggets,33.0,49.0,82,101.9,105.0,44.2,33.800000000000004,76.6,44.6,22.7,14.7,23.7,95.7,-2.81
2016,Chicago Bulls,42.0,40.0,82,101.6,103.1,44.1,37.1,78.7,46.3,22.8,13.9,21.4,95.7,-1.46
2016,Phoenix Suns,23.0,59.0,82,100.9,107.5,43.5,34.8,75.1,44.8,20.7,17.2,25.8,98.5,-6.32
2016,Miami Heat,48.0,34.0,82,100.0,98.4,47.0,33.6,74.4,44.1,20.8,14.1,18.0,93.6,1.5
2016,Memphis Grizzlies,42.0,40.0,82,99.1,101.3,44.0,33.1,78.3,41.6,20.7,13.3,18.5,93.3,-2.14
2016,Milwaukee Bucks,33.0,49.0,82,99.0,103.2,46.7,34.5,74.7,41.7,23.1,15.2,15.6,94.2,-3.98
2016,Brooklyn Nets,21.0,61.0,82,98.6,106.0,45.300000000000004,35.199999999999996,75.7,42.4,22.3,14.8,18.4,95.2,-7.12
2016,New York Knicks,32.0,50.0,82,98.4,101.1,43.9,34.599999999999994,80.5,44.4,20.5,13.4,21.5,93.4,-2.74
2016,Utah Jazz,40.0,42.0,82,97.7,95.9,44.9,35.5,74.4,43.2,19.0,14.9,23.9,91.0,1.84
2016,Philadelphia 76ers,10.0,72.0,82,97.4,107.6,43.1,33.900000000000006,69.39999999999999,41.2,21.5,16.4,27.5,97.9,-9.92
2016,Los Angeles Lakers,17.0,65.0,82,97.3,106.9,41.4,31.7,78.10000000000001,43.0,18.0,13.7,24.6,95.6,-8.92
2017,Golden State Warriors,67.0,15.0,82,115.9,104.3,49.5,38.3,78.8,44.4,30.4,14.8,31.2,99.8,11.35
2017,Houston Rockets,55.0,27.0,82,115.3,109.6,46.2,35.699999999999996,76.6,44.4,25.2,15.1,40.3,100.0,5.84
2017,Denver Nuggets,40.0,42.0,82,111.7,111.2,46.9,36.8,77.4,46.4,25.3,15.0,28.8,98.3,0.7
2017,Cleveland Cavaliers,51.0,31.0,82,110.3,107.2,47.0,38.4,74.8,43.7,22.7,13.7,33.9,96.2,2.87
2017,Washington Wizards,49.0,33.0,82,109.2,107.4,47.5,37.2,78.4,42.9,23.9,14.2,24.8,97.4,1.36
2017,Los Angeles Clippers,51.0,31.0,82,108.7,104.4,47.5,37.5,74.5,43.0,22.5,13.0,27.4,96.1,4.42
2017,Boston Celtics,53.0,29.0,82,108.0,105.4,45.4,35.9,80.7,42.0,25.2,13.3,33.4,96.8,2.25
2017,Portland Trail Blazers,41.0,41.0,82,107.9,108.5,45.9,37.5,78.0,43.7,21.1,13.7,27.7,96.7,-0.23
2017,Phoenix Suns,24.0,58.0,82,107.7,113.3,45.0,33.2,77.60000000000001,45.0,19.6,15.4,22.6,100.3,-5.14
2017,Toronto Raptors,51.0,31.0,82,106.9,102.6,46.400000000000006,36.3,79.60000000000001,43.3,18.5,12.7,24.3,94.7,3.65
2017,Oklahoma City Thunder,47.0,35.0,82,106.6,105.8,45.2,32.7,74.5,46.6,21.0,15.0,25.8,97.8,1.14
2017,Brooklyn Nets,20.0,62.0,82,105.8,112.5,44.4,33.800000000000004,78.8,43.9,21.4,16.5,31.6,101.3,-6.74
2017,Minnesota Timberwolves,31.0,51.0,82,105.6,106.7,46.7,34.9,79.9,42.4,23.7,14.0,21.0,94.6,-0.64
2017,San Antonio Spurs,61.0,21.0,82,105.3,98.1,46.9,39.1,79.7,43.9,23.8,13.4,23.5,94.2,7.13
