season,team,wins,losses,g,ppg,opp_ppg,fg_pct,tp_pct,ft_pct,rpg,apg,tov_pg,tp_attempts_pg,pace,srs
2004,Milwaukee Bucks,41.0,41.0,82,98.0,97.0,44.7,35.0,77.5,42.2,22.8,13.5,14.0,91.6,0.42
2004,Denver Nuggets,43.0,39.0,82,97.2,96.1,44.3,33.6,76.7,42.3,21.9,15.6,12.0,93.3,1.65
2004,Seattle SuperSonics,37.0,45.0,82,97.1,97.8,44.6,37.3,76.5,39.3,21.7,14.5,23.6,89.9,0.02
2004,Memphis Grizzlies,50.0,32.0,82,96.7,94.3,44.5,34.0,72.7,41.8,23.4,15.0,16.0,91.4,2.95
2004,Boston Celtics,36.0,46.0,82,95.3,96.7,44.3,34.599999999999994,75.0,40.1,20.5,16.2,19.5,93.2,-1.99
2004,Los Angeles Clippers,28.0,54.0,82,94.8,99.4,42.8,32.1,78.5,43.5,20.2,16.4,12.5,91.0,-3.74
2004,Minnesota Timberwolves,58.0,24.0,82,94.5,89.1,46.2,36.3,78.10000000000001,42.9,23.0,12.7,10.9,89.0,5.86
2004,Phoenix Suns,29.0,53.0,82,94.2,97.9,44.3,34.5,74.6,40.6,19.3,15.2,14.7,92.6,-2.94
2004,Orlando Magic,21.0,61.0,82,94.0,101.1,42.9,34.4,73.7,40.9,19.3,13.7,15.2,90.8,-7.25
2004,Golden State Warriors,37.0,45.0,82,93.3,94.0,44.2,33.4,72.5,43.1,20.5,14.8,15.6,89.8,-0.07
2004,Cleveland Cavaliers,35.0,47.0,82,92.9,95.5,43.3,31.4,75.3,45.6,22.0,14.8,9.6,90.8,-3.07
2004,Atlanta Hawks,28.0,54.0,82,92.8,97.5,43.3,33.5,77.60000000000001,42.7,20.1,16.5,15.2,90.8,-5.0
2004,New York Knicks,39.0,43.0,82,92.0,93.5,44.2,36.4,79.3,42.6,20.7,15.7,13.6,89.5,-1.97
2004,Washington Wizards,25.0,57.0,82,91.8,97.4,42.1,34.1,71.39999999999999,42.8,18.7,17.5,15.5,92.2,-6.12
2004,New Orleans Hornets,41.0,41.0,82,91.8,91.9,42.0,31.900000000000002,75.1,42.8,20.9,15.0,20.3,89.1,-0.72
2004,San Antonio Spurs,57.0,25.0,82,91.5,84.3,44.2,35.8,68.10000000000001,45.1,20.4,14.7,13.9,89.2,7.51
2004,Indiana Pacers,61.0,21.0,82,91.4,85.6,43.5,35.099999999999994,76.4,41.7,21.6,14.4,15.6,87.5,4.93
2004,Portland Trail Blazers,41.0,41.0,82,90.7,92.0,44.800000000000004,34.599999999999994,73.1,41.7,21.6,14.8,13.4,86.2,-0.58
2004,New Jersey Nets,47.0,35.0,82,90.3,87.8,44.1,33.6,75.3,40.7,24.5,14.7,13.7,89.4,1.88
2004,Miami Heat,42.0,40.0,82,90.3,89.7,42.5,35.699999999999996,76.2,41.5,19.1,13.9,16.5,88.0,-0.13
2004,Detroit Pistons,54.0,28.0,82,90.1,84.3,43.5,34.4,75.3,42.8,20.8,15.1,11.8,87.9,5.04
2004,Houston Rockets,45.0,37.0,82,89.8,88.0,44.2,36.6,77.3,42.6,19.3,16.7,17.1,87.8,2.28
2004,Chicago Bulls,23.0,59.0,82,89.7,96.0,41.4,34.2,72.5,43.5,21.9,16.1,15.3,92.2,-6.69
2004,Utah Jazz,42.0,40.0,82,88.7,89.9,43.6,32.1,74.6,41.2,20.4,16.6,9.6,86.6,-0.53
2004,Philadelphia 76ers,33.0,49.0,82,88.0,90.5,42.8,34.2,75.3,40.8,20.0,15.9,12.1,88.0,-2.95
2004,Toronto Raptors,33.0,49.0,82,85.4,88.5,41.8,35.6,75.0,39.6,19.2,14.2,15.8,86.8,-3.42
2005,Phoenix Suns,62.0,20.0,82,110.4,103.3,47.699999999999996,39.300000000000004,74.8,44.1,23.5,13.7,24.7,95.9,7.08
2005,Sacramento Kings,50.0,32.0,82,103.7,101.6,45.9,37.4,78.7,42.4,24.5,13.1,17.0,93.0,2.56
2005,Dallas Mavericks,58.0,24.0,82,102.5,96.8,45.7,36.4,78.9,42.9,19.6,13.4,15.5,92.7,5.86
2005,Miami Heat,59.0,23.0,82,101.5,95.0,48.6,37.7,67.2,43.0,21.8,13.7,15.4,90.8,5.77
2005,Boston Celtics,45.0,37.0,82,101.3,100.4,46.800000000000004,34.9,76.4,40.8,22.1,15.8,15.3,93.3,0.35
2005,Washington Wizards,45.0,37.0,82,100.5,100.8,43.7,34.300000000000004,72.5,42.8,19.1,14.3,18.3,93.3,-0.71
2005,Toronto Raptors,33.0,49.0,82,99.7,101.4,44.4,38.5,77.4,40.1,20.4,13.3,20.5,92.7,-1.81
2005,Denver Nuggets,49.0,33.0,82,99.5,97.5,45.9,34.0,76.3,42.0,23.9,14.9,11.5,93.5,2.23
2005,Orlando Magic,36.0,46.0,82,99.5,101.8,45.4,34.9,75.9,43.7,19.3,16.1,11.2,94.7,-2.52
2005,Philadelphia 76ers,43.0,39.0,82,99.1,99.9,43.7,34.8,78.9,42.0,20.9,15.5,17.7,94.9,-1.07
2005,Seattle SuperSonics,52.0,30.0,82,98.9,96.6,44.4,36.5,79.0,40.9,18.1,13.6,22.2,87.9,2.59
2005,Los Angeles Lakers,34.0,48.0,82,98.7,101.7,43.7,35.5,77.7,43.2,20.4,14.3,22.1,90.8,-2.32
2005,Golden State Warriors,34.0,48.0,82,98.7,100.9,43.0,35.199999999999996,72.2,42.7,22.1,13.6,21.6,93.3,-1.74
2005,New York Knicks,33.0,49.0,82,97.3,99.7,45.1,35.6,76.7,41.0,20.3,14.7,15.1,90.7,-2.72
2005,Milwaukee Bucks,30.0,52.0,82,97.2,100.2,45.0,35.099999999999994,77.2,41.3,21.0,13.8,11.3,90.8,-3.09
2005,Minnesota Timberwolves,44.0,38.0,82,96.8,95.3,45.9,34.5,79.60000000000001,43.0,23.4,13.2,14.0,89.1,1.73
2005,Cleveland Cavaliers,42.0,40.0,82,96.5,95.7,44.7,33.2,75.2,42.3,22.6,13.9,11.0,89.7,0.27
2005,San Antonio Spurs,59.0,23.0,82,96.2,88.4,45.300000000000004,36.3,72.39999999999999,42.4,21.6,13.7,17.0,88.9,7.84
2005,Los Angeles Clippers,37.0,45.0,82,95.7,96.5,45.9,34.5,77.8,41.9,23.2,15.7,8.2,89.1,-0.47
2005,Houston Rockets,51.0,31.0,82,95.1,91.0,44.3,36.4,78.10000000000001,42.4,21.1,13.8,18.5,88.8,4.27
2005,Chicago Bulls,47.0,35.0,82,94.5,93.4,43.2,35.699999999999996,75.0,43.8,21.3,16.7,17.5,92.4,0.65
2005,Charlotte Bobcats,18.0,64.0,82,94.3,100.2,43.2,36.3,70.89999999999999,41.7,21.9,14.5,10.7,92.3,-6.15
2005,Memphis Grizzlies,45.0,37.0,82,93.4,91.1,44.7,35.699999999999996,75.4,39.0,20.9,14.6,18.1,88.5,2.64
2005,Detroit Pistons,54.0,28.0,82,93.3,89.5,44.4,34.5,73.9,43.4,21.8,13.8,12.8,87.2,3.31
2005,Utah Jazz,26.0,56.0,82,93.0,97.3,44.9,32.800000000000004,75.7,40.1,22.3,15.8,9.3,88.4,-3.74
2005,Indiana Pacers,44.0,38.0,82,93.0,92.2,43.2,34.4,79.2,40.1,18.2,14.3,19.2,87.2,0.49
2005,Portland Trail Blazers,27.0,55.0,82,92.9,96.9,45.1,36.199999999999996,72.5,41.1,21.0,16.0,14.2,89.8,-3.45
2005,Atlanta Hawks,13.0,69.0,82,92.7,102.5,44.1,31.2,71.1,41.9,19.7,16.1,11.9,91.4,-9.62
2005,New Jersey Nets,42.0,40.0,82,91.4,92.9,42.9,36.199999999999996,76.3,39.5,21.6,14.2,14.7,89.1,-1.82
2005,New Orleans Hornets,18.0,64.0,82,88.4,95.5,41.5,31.5,76.6,40.2,21.0,14.8,16.0,87.6,-6.3
2006,Phoenix Suns,54.0,28.0,82,108.4,102.8,47.9,39.900000000000006,80.60000000000001,41.8,26.6,13.3,25.6,95.8,5.48
2006,Seattle SuperSonics,35.0,47.0,82,102.6,105.6,45.9,37.1,78.5,39.6,20.7,14.7,19.9,91.6,-2.88
2006,Washington Wizards,42.0,40.0,82,101.7,99.8,44.7,35.699999999999996,75.7,41.2,18.6,13.9,17.0,92.3,1.57
2006,Toronto Raptors,27.0,55.0,82,101.1,104.0,45.4,37.5,79.10000000000001,38.5,19.4,13.1,19.8,91.1,-3.03
2006,Denver Nuggets,44.0,38.0,82,100.3,100.1,46.1,32.5,74.4,41.3,23.4,14.8,13.1,93.9,0.36
2006,Miami Heat,52.0,30.0,82,99.9,96.0,47.8,34.5,70.0,43.1,20.6,14.5,17.6,91.6,3.59
2006,Philadelphia 76ers,38.0,44.0,82,99.4,101.3,45.800000000000004,36.4,76.0,40.2,20.2,14.1,12.6,92.7,-2.1
2006,Los Angeles Lakers,45.0,37.0,82,99.4,96.9,45.300000000000004,34.9,74.5,42.2,21.1,13.9,19.3,90.9,2.53
2006,Dallas Mavericks,60.0,22.0,82,99.1,93.1,46.2,37.4,78.3,42.2,18.0,13.6,13.6,87.8,5.96
2006,Sacramento Kings,44.0,38.0,82,98.9,97.3,45.4,35.099999999999994,78.4,40.5,22.3,14.6,17.2,91.9,1.61
2006,Golden State Warriors,34.0,48.0,82,98.5,99.8,43.3,34.1,71.8,42.3,20.7,14.1,22.3,93.3,-1.11
2006,Boston Celtics,33.0,49.0,82,98.0,99.5,46.7,36.199999999999996,75.5,39.6,20.9,16.6,15.7,92.2,-1.59
2006,Milwaukee Bucks,40.0,42.0,82,97.8,98.8,45.300000000000004,38.0,73.8,41.2,21.6,14.6,16.3,91.2,-1.07
2006,Chicago Bulls,41.0,41.0,82,97.8,97.2,44.6,37.9,73.8,42.8,22.0,14.9,18.0,92.9,0.51
2006,Cleveland Cavaliers,50.0,32.0,82,97.6,95.4,45.4,33.900000000000006,72.89999999999999,42.3,19.0,13.9,17.9,89.8,2.17
2006,Los Angeles Clippers,47.0,35.0,82,97.2,95.6,46.5,34.4,79.10000000000001,43.1,20.8,14.5,10.3,91.7,1.75
2006,Atlanta Hawks,26.0,56.0,82,97.2,102.0,45.4,36.7,75.0,40.3,19.8,15.7,14.1,90.4,-4.69
2006,Charlotte Bobcats,26.0,56.0,82,96.9,100.9,43.3,33.900000000000006,72.89999999999999,39.8,20.9,14.2,15.4,93.4,-3.9
2006,Detroit Pistons,64.0,18.0,82,96.8,90.2,45.5,38.4,72.7,40.5,24.0,11.4,17.7,86.8,6.24
2006,New York Knicks,23.0,59.0,82,95.6,102.0,45.5,36.199999999999996,72.6,41.4,17.9,17.7,10.8,90.8,-6.3
2006,San Antonio Spurs,63.0,19.0,82,95.6,88.8,47.199999999999996,38.5,70.19999999999999,41.5,20.9,13.7,16.6,88.5,6.69
2006,Orlando Magic,36.0,46.0,82,94.9,96.0,47.199999999999996,37.6,73.0,40.2,18.2,15.1,9.7,88.3,-1.26
2006,Indiana Pacers,41.0,41.0,82,93.9,92.0,44.4,34.9,73.7,42.2,19.9,15.3,18.7,89.7,1.62
2006,New Jersey Nets,49.0,33.0,82,93.8,92.4,44.0,33.0,75.8,41.0,23.0,13.6,17.6,89.8,1.11
2006,New Orleans/Oklahoma City Hornets,38.0,44.0,82,92.8,95.6,44.0,33.900000000000006,75.8,40.2,18.5,13.4,10.8,89.0,-2.51
2006,Utah Jazz,41.0,41.0,82,92.4,95.0,44.2,33.6,71.89999999999999,42.1,21.6,15.7,11.3,87.8,-2.49
2006,Memphis Grizzlies,49.0,33.0,82,92.2,88.5,44.800000000000004,37.4,71.1,39.2,19.3,13.8,19.2,86.3,3.74
2006,Minnesota Timberwolves,33.0,49.0,82,91.7,93.6,45.6,32.9,75.8,39.4,20.9,14.5,11.5,88.8,-1.75
2006,Houston Rockets,34.0,48.0,82,90.1,91.7,43.3,33.2,75.9,41.6,19.3,14.5,17.2,88.0,-1.3
2006,Portland Trail Blazers,21.0,61.0,82,88.8,98.3,44.5,34.9,68.89999999999999,37.7,18.2,14.7,12.7,87.6,-8.91
2007,Phoenix Suns,61.0,21.0,82,110.2,102.9,49.4,39.900000000000006,80.80000000000001,40.5,25.9,14.5,24.0,95.6,7.28
2007,Golden State Warriors,42.0,40.0,82,106.5,106.9,46.300000000000004,35.6,71.7,41.4,23.8,16.0,24.0,99.2,0.0
2007,Denver Nuggets,45.0,37.0,82,105.4,103.7,46.5,33.6,74.6,43.4,23.4,16.5,17.6,97.4,1.69
2007,Washington Wizards,41.0,41.0,82,104.3,104.9,45.0,34.8,76.5,41.2,20.2,13.8,19.7,94.1,-0.8
2007,Los Angeles Lakers,42.0,40.0,82,103.3,103.4,46.6,35.3,74.7,41.2,22.6,15.5,21.0,93.5,0.24
2007,Memphis Grizzlies,22.0,60.0,82,101.6,106.7,46.5,36.7,76.1,39.5,20.5,16.4,16.6,93.6,-4.44
2007,Utah Jazz,51.0,31.0,82,101.5,98.6,47.4,33.5,74.3,42.5,24.7,15.6,12.9,91.6,3.06
2007,Sacramento Kings,33.0,49.0,82,101.3,103.1,45.0,35.0,76.5,38.9,20.3,14.6,18.5,94.8,-1.35
2007,Dallas Mavericks,67.0,15.0,82,100.0,92.8,46.7,38.1,80.5,41.9,19.9,13.9,17.1,89.5,7.28
2007,Milwaukee Bucks,28.0,54.0,82,99.7,104.0,46.5,35.6,73.3,39.2,21.6,15.1,18.0,92.3,-4.43
2007,Toronto Raptors,47.0,35.0,82,99.5,98.5,46.300000000000004,36.3,78.8,39.5,22.2,13.5,17.9,92.6,0.61
2007,Seattle SuperSonics,31.0,51.0,82,99.1,102.0,46.0,36.199999999999996,79.10000000000001,39.6,20.7,15.5,17.7,91.8,-2.45
2007,Chicago Bulls,49.0,33.0,82,98.8,93.8,45.7,38.800000000000004,73.4,43.7,22.3,16.0,15.1,93.6,4.52
2007,San Antonio Spurs,58.0,24.0,82,98.5,90.1,47.4,38.1,75.1,40.7,22.1,13.9,19.0,89.8,8.35
2007,New Jersey Nets,41.0,41.0,82,97.6,98.3,45.7,36.3,72.7,40.8,23.9,14.8,20.4,91.4,-1.0
2007,New York Knicks,33.0,49.0,82,97.5,100.3,45.7,34.599999999999994,71.5,43.3,18.7,17.1,16.7,90.8,-3.06
2007,Houston Rockets,52.0,30.0,82,97.0,92.1,44.5,37.2,75.3,43.3,20.8,14.2,23.1,90.7,5.04
2007,Charlotte Bobcats,33.0,49.0,82,96.9,100.6,44.6,35.699999999999996,73.4,39.8,22.4,14.9,15.6,92.0,-3.97
2007,Cleveland Cavaliers,50.0,32.0,82,96.8,92.9,44.7,35.199999999999996,69.6,43.5,20.8,14.4,17.1,90.8,3.33
2007,Minnesota Timberwolves,32.0,50.0,82,96.1,99.7,46.1,35.3,79.2,40.2,22.5,15.6,13.3,91.0,-3.16
2007,Detroit Pistons,53.0,29.0,82,96.0,91.8,45.4,34.4,77.4,40.5,21.6,12.2,15.9,87.3,3.69
2007,Boston Celtics,24.0,58.0,82,95.8,99.2,44.3,36.7,76.7,40.4,19.9,16.5,15.6,92.0,-3.7
2007,Los Angeles Clippers,40.0,42.0,82,95.6,96.1,45.6,34.8,78.8,41.1,21.5,15.1,11.0,90.8,-0.07
2007,Indiana Pacers,35.0,47.0,82,95.6,98.0,43.8,34.599999999999994,76.0,41.8,20.5,16.3,16.9,92.4,-2.62
2007,New Orleans/Oklahoma City Hornets,39.0,43.0,82,95.5,97.1,44.5,36.199999999999996,74.0,43.1,18.7,14.5,15.3,90.2,-1.19
2007,Philadelphia 76ers,35.0,47.0,82,94.9,98.0,45.800000000000004,34.5,76.7,39.7,20.4,15.3,10.0,90.7,-3.26
2007,Orlando Magic,40.0,42.0,82,94.8,94.0,47.199999999999996,35.6,70.19999999999999,40.7,18.6,17.0,11.7,89.9,0.35
2007,Miami Heat,44.0,38.0,82,94.6,95.5,46.400000000000006,34.300000000000004,69.0,40.8,20.5,14.6,18.8,89.9,-1.21
2007,Portland Trail Blazers,32.0,50.0,82,94.1,98.4,45.0,34.599999999999994,76.9,39.3,18.5,15.1,15.0,88.3,-3.78
2007,Atlanta Hawks,30.0,52.0,82,93.7,98.4,44.4,32.9,76.1,40.1,19.2,15.9,12.7,90.0,-4.86
2008,Golden State Warriors,48.0,34.0,82,111.0,108.8,45.9,34.8,75.2,43.2,22.4,13.2,26.6,98.8,2.38
2008,Denver Nuggets,50.0,32.0,82,110.7,107.0,47.0,35.5,75.1,44.1,24.7,14.7,19.6,99.7,3.74
2008,Phoenix Suns,55.0,27.0,82,110.1,105.0,50.0,39.300000000000004,78.3,41.5,26.7,14.4,21.5,96.7,5.14
2008,Los Angeles Lakers,57.0,25.0,82,108.6,101.3,47.599999999999994,37.8,76.9,44.1,24.4,14.1,21.4,95.6,7.34
2008,Utah Jazz,54.0,28.0,82,106.2,99.3,49.7,37.2,75.9,40.9,26.4,14.6,13.4,93.2,6.86
2008,Orlando Magic,52.0,30.0,82,104.5,99.0,47.4,38.6,72.1,42.0,20.8,14.3,25.3,93.4,4.79
2008,Indiana Pacers,36.0,46.0,82,104.0,105.4,44.4,37.4,76.8,43.1,22.7,15.1,24.6,97.7,-1.87
2008,Sacramento Kings,38.0,44.0,82,102.5,104.8,46.400000000000006,37.3,79.80000000000001,40.1,19.1,16.1,16.7,94.7,-1.86
2008,New Orleans Hornets,56.0,26.0,82,100.9,95.6,46.6,38.9,76.9,41.8,21.8,11.9,19.8,89.9,5.46
2008,Memphis Grizzlies,22.0,60.0,82,100.7,106.9,45.4,34.9,72.3,41.6,19.2,15.3,21.7,95.3,-5.76
2008,Boston Celtics,66.0,16.0,82,100.5,90.3,47.5,38.1,77.10000000000001,42.0,22.4,15.2,19.1,90.9,9.3
2008,Dallas Mavericks,51.0,31.0,82,100.4,95.9,46.400000000000006,35.199999999999996,81.39999999999999,43.0,21.0,12.6,17.1,90.2,4.7
2008,Toronto Raptors,41.0,41.0,82,100.2,97.3,46.800000000000004,39.2,81.2,40.1,23.8,11.7,17.8,90.2,2.47
2008,Washington Wizards,43.0,39.0,82,98.8,99.2,44.6,35.6,78.2,41.6,19.6,13.2,19.7,89.5,-0.61
2008,Atlanta Hawks,37.0,45.0,82,98.2,100.0,45.4,35.6,77.2,42.2,22.0,14.9,13.1,91.1,-2.23
2008,Detroit Pistons,59.0,23.0,82,97.5,90.1,45.800000000000004,36.6,76.7,41.4,22.3,11.7,16.2,87.3,6.67
2008,Seattle SuperSonics,20.0,62.0,82,97.5,106.3,44.4,33.300000000000004,77.0,44.6,21.3,16.0,11.5,96.3,-8.04
2008,Chicago Bulls,33.0,49.0,82,97.3,100.4,43.5,36.3,75.6,43.0,22.1,14.6,15.9,93.0,-3.19
2008,Charlotte Bobcats,32.0,50.0,82,97.1,101.4,45.2,36.7,71.39999999999999,40.6,21.3,14.7,17.6,91.8,-4.49
2008,Milwaukee Bucks,26.0,56.0,82,97.0,103.9,44.9,34.4,73.3,41.7,21.5,14.8,16.0,91.3,-6.92
2008,New York Knicks,23.0,59.0,82,96.9,103.5,43.9,33.7,72.7,42.5,18.7,14.5,17.7,91.6,-6.55
2008,Houston Rockets,55.0,27.0,82,96.7,92.0,44.800000000000004,34.2,72.6,44.6,21.4,13.7,20.8,90.4,4.83
2008,Philadelphia 76ers,40.0,42.0,82,96.6,96.2,46.0,31.7,70.6,41.9,20.4,14.3,11.6,90.4,0.19
2008,Cleveland Cavaliers,45.0,37.0,82,96.4,96.7,43.9,35.8,71.7,44.6,20.0,14.0,18.8,90.2,-0.53
2008,New Jersey Nets,34.0,48.0,82,95.8,100.9,44.3,34.8,73.6,41.9,23.5,15.0,17.4,91.5,-5.15
2008,Minnesota Timberwolves,22.0,60.0,82,95.6,102.4,45.1,35.0,73.6,41.4,19.9,14.5,15.4,91.9,-6.26
2008,Portland Trail Blazers,41.0,41.0,82,95.4,96.3,44.800000000000004,37.7,76.7,40.7,21.1,12.9,17.4,87.9,-0.52
2008,San Antonio Spurs,56.0,26.0,82,95.4,90.6,45.7,36.9,76.1,41.3,21.0,12.6,19.6,88.8,5.1
2008,Los Angeles Clippers,23.0,59.0,82,93.8,101.1,43.8,32.4,78.10000000000001,40.1,21.1,14.4,13.2,92.1,-6.56
2008,Miami Heat,15.0,67.0,82,91.4,100.0,44.3,35.8,72.7,37.6,20.0,14.7,16.7,90.2,-8.53
2009,Phoenix Suns,46.0,36.0,82,109.4,107.5,50.4,38.3,74.4,41.7,23.2,15.7,17.6,96.0,1.62
2009,Golden State Warriors,29.0,53.0,82,108.6,112.3,45.800000000000004,37.3,79.10000000000001,42.0,20.9,14.6,18.0,98.2,-3.8
2009,Los Angeles Lakers,65.0,17.0,82,106.9,99.3,47.4,36.1,77.0,43.9,23.3,13.5,18.5,94.3,7.11
2009,New York Knicks,32.0,50.0,82,105.2,107.8,44.5,36.0,78.4,42.1,21.2,14.3,27.9,96.7,-2.33
2009,Indiana Pacers,36.0,46.0,82,105.1,106.2,45.5,37.8,80.7,43.7,21.6,14.5,21.0,96.5,-0.76
2009,Denver Nuggets,54.0,28.0,82,104.3,100.9,47.0,37.1,76.0,41.6,22.2,15.3,18.0,94.3,3.13
2009,Utah Jazz,48.0,34.0,82,103.6,100.9,47.5,34.9,77.10000000000001,41.0,24.7,14.8,13.7,93.1,2.31
2009,Chicago Bulls,41.0,41.0,82,102.2,102.5,45.7,38.1,79.60000000000001,42.1,21.1,14.5,15.8,93.1,-0.16
2009,Dallas Mavericks,50.0,32.0,82,101.7,99.8,46.2,35.0,81.89999999999999,42.7,21.7,12.7,19.9,91.5,1.68
2009,Orlando Magic,59.0,23.0,82,101.0,94.4,45.7,38.1,71.5,43.3,19.4,13.9,26.2,92.3,6.48
2009,Boston Celtics,62.0,20.0,82,100.9,93.4,48.6,39.7,76.5,42.1,22.7,15.6,16.5,90.4,7.44
2009,Sacramento Kings,17.0,65.0,82,100.6,109.3,44.7,36.8,79.80000000000001,39.1,19.7,15.4,19.4,94.2,-8.6
2009,Cleveland Cavaliers,66.0,16.0,82,100.3,91.4,46.800000000000004,39.300000000000004,75.7,42.2,20.3,12.7,20.4,88.7,8.68
2009,Portland Trail Blazers,54.0,28.0,82,99.4,94.1,46.5,38.3,76.5,41.7,20.3,12.9,19.0,86.6,5.0
2009,Milwaukee Bucks,34.0,48.0,82,99.3,100.4,44.5,36.3,78.0,40.7,22.0,14.1,17.2,92.6,-0.88
2009,Toronto Raptors,33.0,49.0,82,99.0,101.9,45.800000000000004,37.2,82.39999999999999,40.4,22.4,13.4,15.7,92.0,-2.54
2009,Houston Rockets,53.0,29.0,82,98.4,94.4,45.300000000000004,37.5,80.5,43.0,20.3,14.1,20.2,90.2,3.73
2009,Miami Heat,43.0,39.0,82,98.3,98.0,45.7,35.699999999999996,75.4,39.5,20.4,12.5,19.9,89.9,0.49
2009,Atlanta Hawks,47.0,35.0,82,98.1,96.5,45.800000000000004,36.6,73.7,40.0,20.2,12.8,19.9,89.6,1.7
2009,New Jersey Nets,34.0,48.0,82,98.1,100.5,44.800000000000004,37.6,77.9,39.8,20.0,13.1,21.2,89.9,-2.31
2009,Minnesota Timberwolves,24.0,58.0,82,97.8,102.7,44.1,35.3,76.9,41.7,20.4,14.2,18.8,91.6,-4.74
2009,Philadelphia 76ers,41.0,41.0,82,97.4,97.3,45.9,31.8,74.5,41.2,20.1,14.1,13.1,90.0,0.16
2009,Oklahoma City Thunder,23.0,59.0,82,97.0,103.1,44.7,34.599999999999994,78.60000000000001,42.6,20.3,16.2,11.6,93.6,-6.04
2009,San Antonio Spurs,54.0,28.0,82,97.0,93.3,46.6,38.6,76.1,41.0,21.2,11.7,19.8,88.4,3.36
2009,Washington Wizards,19.0,63.0,82,96.1,103.5,45.0,33.0,76.7,40.1,20.0,14.0,14.6,91.0,-6.98
2009,New Orleans Hornets,49.0,33.0,82,95.8,94.3,45.7,36.4,80.7,39.7,19.6,12.5,18.6,87.8,1.41
2009,Los Angeles Clippers,19.0,63.0,82,95.1,103.9,44.1,35.4,73.6,39.8,21.0,14.9,18.5,92.1,-8.47
2009,Detroit Pistons,39.0,43.0,82,94.2,94.7,45.4,34.9,75.1,41.4,20.6,11.9,13.2,86.7,-0.36
2009,Memphis Grizzlies,24.0,58.0,82,93.9,99.3,45.4,36.0,75.6,38.8,17.4,15.3,13.5,90.1,-5.23
2009,Charlotte Bobcats,35.0,47.0,82,93.6,94.9,45.5,36.6,74.0,39.7,21.2,15.6,16.3,88.3,-1.2
2010,Phoenix Suns,54.0,28.0,82,110.2,105.3,49.2,41.199999999999996,77.0,43.0,23.3,14.8,21.6,95.3,4.67
2010,Golden State Warriors,26.0,56.0,82,108.8,112.4,46.9,37.5,78.2,38.4,22.4,14.7,20.6,100.4,-3.28
2010,Denver Nuggets,53.0,29.0,82,106.5,102.4,46.800000000000004,35.9,77.2,41.4,21.0,13.9,18.5,94.8,4.15
2010,Utah Jazz,53.0,29.0,82,104.2,98.9,49.1,36.4,74.1,42.2,26.7,15.2,14.7,93.8,5.33
2010,Toronto Raptors,40.0,42.0,82,104.1,105.9,48.199999999999996,37.1,76.4,40.4,22.0,13.4,17.0,93.1,-1.83
2010,Orlando Magic,59.0,23.0,82,102.8,95.3,47.0,37.5,72.39999999999999,43.2,19.7,14.1,27.3,92.0,7.12
2010,Memphis Grizzlies,40.0,42.0,82,102.5,104.0,46.9,33.7,73.3,43.5,18.8,15.2,12.4,93.6,-1.39
2010,Houston Rockets,42.0,40.0,82,102.4,102.7,44.7,35.099999999999994,77.2,42.0,21.8,14.5,22.4,94.0,-0.02
2010,Cleveland Cavaliers,61.0,21.0,82,102.1,95.6,48.5,38.1,72.0,42.5,22.4,13.9,19.3,91.4,6.17
2010,New York Knicks,29.0,53.0,82,102.1,105.9,45.5,34.599999999999994,78.2,40.4,21.6,14.0,26.2,94.0,-4.01
2010,Dallas Mavericks,55.0,27.0,82,102.0,99.3,46.400000000000006,37.2,81.6,41.7,23.4,12.9,18.3,92.5,2.66
2010,Los Angeles Lakers,57.0,25.0,82,101.7,97.0,45.7,34.1,76.5,44.3,21.1,13.4,19.0,92.8,4.78
2010,Atlanta Hawks,53.0,29.0,82,101.7,97.0,46.800000000000004,36.0,75.9,41.7,21.8,12.0,17.7,90.1,4.44
2010,Oklahoma City Thunder,50.0,32.0,82,101.5,98.0,46.2,34.0,80.5,43.5,20.0,15.0,15.0,93.1,3.55
2010,San Antonio Spurs,50.0,32.0,82,101.4,96.3,47.3,35.8,74.0,42.8,22.3,13.6,18.9,91.7,5.07
2010,Indiana Pacers,32.0,50.0,82,100.8,103.8,44.3,34.8,77.5,41.5,21.1,15.0,23.1,97.1,-3.11
2010,New Orleans Hornets,37.0,45.0,82,100.2,102.7,46.400000000000006,36.3,77.8,40.3,22.3,13.5,19.2,92.6,-2.27
2010,Sacramento Kings,25.0,57.0,82,100.0,104.4,45.6,34.9,72.6,42.6,20.5,15.0,16.9,94.0,-4.06
2010,Boston Celtics,50.0,32.0,82,99.2,95.6,48.3,34.8,74.6,38.6,23.5,14.9,17.5,91.6,3.37
2010,Minnesota Timberwolves,15.0,67.0,82,98.2,107.8,44.9,34.1,74.6,42.9,19.8,16.3,14.4,96.1,-9.06
2010,Portland Trail Blazers,50.0,32.0,82,98.1,94.8,46.1,35.4,79.0,40.2,20.4,12.3,16.9,87.7,3.18
2010,Milwaukee Bucks,46.0,36.0,82,97.7,96.0,43.6,35.6,75.5,43.0,21.2,13.2,22.1,91.7,1.37
2010,Philadelphia 76ers,27.0,55.0,82,97.7,101.6,46.0,34.300000000000004,75.6,41.0,21.0,14.5,16.8,91.6,-3.93
2010,Chicago Bulls,41.0,41.0,82,97.5,99.1,45.1,33.0,75.4,44.5,20.8,14.3,13.0,93.1,-1.64
